"Reviewer_ID","Total_reviews","Reviewer_ranking","Total_helpful_votes","Location","Recent_ratings"
"A116I6JKV09TKZ","8","2,529,931","","","4 4 5 5 5 4 4 4"
"A116IAG3VD57ID","6","14,304,914","5 of 13","","4 1 1 1 1 5"
"A116IKQ0Y1JUZJ","10","272,544","17 of 20","Norco, CA","5 5 5 5 5 5 5 5 5 1"
"A116PEYWPCMDAX","2","3,721,590","1 of 1","","2 5"
"A116Y7WLLVKI9","10","120,888","42 of 53","","4 3 5 5 5 4 5 5 5 5"
"A11712NYDZXIK9","1","9,315,488","1 of 2","UK","5"
"A1174USTON9RZ4","4","2,565,371","2 of 2","","4 5 4 4"
"A11787KLJQOXTK","10","303,873","16 of 22","","1 5 5 5 5 5 4 5 5 5"
"A1179RZON69VSO","10","71,661","231 of 317","North Carolina","2 4 5 5 5 4 5 4 5 5"
"A117B3QAGUDV1O","10","28,565","426 of 506","KC, MO","4 5 5 5 5 5 3 5 5 5"
"A117JV3IY7S0PY","10","135,126","47 of 58","","5 4 5 5 4 5 5 5 5 1"
"A117NXXZFMYBDR","5","3,430,197","10 of 12","nc usa","1 4 5 5 5"
"A117UOE5WDROPU","1","8,636,546","","","2"
"A117VI0AU279SH","1","8,188,180","3 of 4","","4"
"A117WJ2IK9SR38","5","2,501,552","3 of 4","","5 5 5 5 5"
"A11800CPB6KTXE","2","15,524,022","6 of 32","","2 4"
"A1184562KC6C2V","10","15,286,975","9 of 22","","5 5 5 4 5 2 5 5 4 2"
"A1186MC50LDVPY","1","9,977,823","","","1"
"A118BC4THAUC1R","8","849,624","15 of 19","","5 5 5 1 5 1 5 5 5 5"
"A118E1O6DQZ7DM","5","15,602,870","","","2 4 4 4 2"
"A118L0UVR2XINH","3","4,756,008","","","5 5 5"
"A118LU4UK9U73K","2","4,658,468","2 of 2","","4 5"
"A118LWHX8GGV8R","10","38,590","138 of 150","","5 4 2 4 4 4 4 5 5 4"
"A118ZCUMV729GG","5","15,553,292","26 of 98","","5 1 1 3 1"
"A1192622Q0H5HD","2","15,184,640","3 of 8","","1 3"
"A1192UPTF6DRVY","1","15,120,513","3 of 9","","2"
"A1196ZFK0M0T4T","25","233,665","39 of 45","","5 5 5 5 1 5 5 5 5 5"
"A1197U426ZSZA4","10","312,418","28 of 44","USA","5 5 5 3 5 2 3 3 5 5"
"A11984UHMXQ6M6","5","3,026,145","3 of 8","Shelton, CT USA","2 2 5 4 2"
"A1198KG9Q2AUWL","11","15,580,875","8 of 30","1511 Avon Rd. Ashford,Al.36312","5 5 5 5 5 5 5 5 5 5"
"A119CVWT1OO18X","5","1,365,731","23 of 26","Northern VA","1 2 5 5 5"
"A119GEU1NSGCPW","1","15,296,981","4 of 14","","2"
"A119HXN2XTS1TG","1","8,763,453","9 of 14","","3"
"A119O4KDRDVW0S","4","3,491,894","10 of 12","2000 miles from here","1 1 5 3"
"A119VFPHRP11MY","10","44,672","73 of 102","","5 3 5 5 5 5 4 5 5 4"
"A11A1P0O33BOAP","10","630,852","22 of 36","","5 5 5 5 5 5 5 5 5 5"
"A11A2KR4JHI2CJ","4","15,190,647","","","5 5 5 4"
"A11AF1ONATJ8P1","1","5,709,564","2 of 2","","1"
"A11AMTBSAEV53T","14","1,855,843","4 of 6","Bay Area CA, USA","5 5 5 5 5 5 5 5 5 5"
"A11ASOSD03TXSU","42","128,102","54 of 78","New Orleans, LA","3 5 5 4 3 3 1 2 4 5"
"A11ATOBTAT9B7M","1","15,230,082","1 of 19","","1"
"A11AVG77WBCU2S","7","235,106","26 of 26","","5 5 5 5 5 4 5"
"A11AZ0FY4E7S7R","2","7,109,999","32 of 44","","1 1"
"A11AZG938XL5UU","10","4,339","532 of 616","Boston, Massachusetts","5 5 4 4 5 4 4 5 5 4"
"A11BA090274NG","8","679,589","35 of 50","Texas","2 3 5 2 5 5 3 1"
"A11BAOPSAQOXPI","10","641,420","6 of 8","","5 5 5 5 4 5 1 5 2 5"
"A11BH5X5C09WPA","10","515,292","392 of 691","Northern Virginia","5 5 5 2 1 5 1 4 2 5"
"A11BKAFB7TB3OJ","5","2,519,510","16 of 21","Pa.","4 5 4 4 4"
"A11BL4FXRL3JGH","3","4,803,342","","OK","5 5 5"
"A11BL621D9MLZ3","1","15,416,366","2 of 18","texas","1"
"A11BNFNCYMKGZB","1","11,268,399","","","3"
"A11BUDDHGBFAQ3","1","9,998,182","3 of 7","","3"
"A11BWMUF8MYEVO","1","8,787,016","2 of 3","USA","4"
"A11C9PWCBHED23","1","8,987,756","","","5"
"A11CDTORKOUBBZ","2","4,798,538","7 of 9","","4 5"
"A11CGEVX75UXDG","8","1,451,478","5 of 10","","5 4 4 5 1 4 5 4 3 4"
"A11CGI0GZBE1T4","9","1,851,254","2 of 4","Keystone Heights, Fla","5 3 5 5 5 5 5 5 5"
"A11CTN1V1RINC0","10","15,461,459","15 of 35","North Richland Hills,Texas","5 3 5 1 1 1 1 2 5 5"
"A11D28XXGII22S","1","15,339,941","","St Paul, MN","1"
"A11D3W4CFYZNHM","10","66,645","307 of 345","DC","5 3 1 4 2 2 5 3 4 5"
"A11D5ZZLYB9Y1I","5","1,442,379","5 of 7","","5 5 5 5 5"
"A11DG4S0R78NEP","4","15,633,469","8 of 72","","5 2 1 5"
"A11DH48VZ8ALUX","1","8,594,704","","","5"
"A11DIJ30ZE46AZ","1","15,205,163","","Michigan","5"
"A11DTR1NJ6FS56","10","998,000","16 of 25","USA","5 4 5 5 5 5 5 4 5 5"
"A11E215JOXPL93","1","9,948,196","2 of 5","","1"
"A11E5LQTMB8YUA","1","15,270,636","1 of 8","","1"
"A11ED8O95W2103","812","1,548","7404 of 9964","Kirkland, WA USA","5 1 1 5 5 5 5 3 3 3"
"A11EJBBBCJYMKU","6","525,659","82 of 87","Fort Wayne, IN USA","5 5 5 2 5 5"
"A11EL9YHYETE1V","3","1,963,276","1 of 1","","4 3 5"
"A11F0ANFMN0KBM","1","9,966,688","","","5"
"A11F1M8APJGO93","5","1,386,510","46 of 57","","2 1 5 2 3"
"A11F5W6RIENHBF","10","786,247","23 of 26","Houston, TX","3 4 5 4 5 5 4 4 2 5"
"A11FAKW0EB5S7F","3","460,758","56 of 71","San Jose, USA","5 5 1"
"A11FB94S2FYP7B","10","245,548","34 of 48","","5 5 3 2 3 5 5 5 5 5"
"A11FKL3AXR2K6K","10","277,453","34 of 44","St Paul, MN","4 5 5 5 5 4 5 4 2 4"
"A11FP2U911TTXA","10","241,052","37 of 56","NJ","5 5 5 5 5 5 5 5 5 5"
"A11G8NW5CO04X3","1","7,578,819","2 of 2","","5"
"A11GEMNXN0SPIU","10","257,867","48 of 63","Annapolis, MD","1 5 1 5 5 5 5 5 5 5"
"A11GG40UJFHQ4G","1","8,151,893","10 of 13","","5"
"A11GW66FQZ1YLP","1","11,119,414","","","1"
"A11H69XPRVPLE2","1","7,617,505","3 of 4","","4"
"A11HACGIONCBAX","3","2,834,497","7 of 12","At Home","4 2 1"
"A11HD7F2CEEYM2","7","4,179,006","","Butler County, Ohio","4 1 2 1 3 1 5"
"A11HS42EZSVRRI","1","15,126,697","3 of 9","","3"
"A11I0C4AJ0QI8R","1","8,363,295","1 of 2","California","2"
"A11I0QKYP0XZ2H","4","4,304,338","3 of 3","Bolton, MA United States","4 5 4 5"
"A11I1ECS1PX1YF","4","15,412,709","7 of 21","Blowing Rock, NC","5 5 5 1"
"A11I1I9QLMAM1A","10","53","6911 of 7830","Austin, Texas, United States","4 4 5 4 4 2 4 4 4 3"
"A11I65DGFZKHPM","10","621,918","4 of 7","","3 2 1 4 1 1 1 5 1 5"
"A11I8YG5F7SJC6","3","10,376,407","2 of 4","Estados Unidos","3 5 4"
"A11IAS6TA67WP2","1","2,830,717","13 of 13","","1"
"A11IAXWS41A4JN","8","1,192,036","9 of 14","","5 4 5 5 4 5 3 5 2 5"
"A11IG7NRH8CZ5D","3","4,413,920","2 of 3","","5 3 5"
"A11IJVM2LMA05G","2","3,984,360","3 of 3","","4 4"
"A11J1XGS1FFNCJ","1","9,264,977","2 of 4","","5"
"A11JB4GK5K5ZXT","10","64,572","52 of 57","Valparaiso, IN","5 5 5 5 5 5 5 5 5 5"
"A11JG02G8J3TV8","10","1,207,299","15 of 21","Costa Mesa, CA USA","5 3 5 5 3 5 5 4 5 5"
"A11JOLFG4PZFXV","9","732,329","10 of 11","Ocean City","5 5 5 5 5 5 5 4 4 4"
"A11JPUSO90K216","5","8,046,264","","","5 1 5 2 4"
"A11JRFQWVNUQ2D","10","918,605","12 of 18","Boondocks, Florida","4 5 5 1 5 1 5 5 5 5"
"A11JTU7Z5LO3N9","10","603,906","9 of 12","","5 5 5 5 5 4 5 2 5 3"
"A11K01E1YAWD4I","1","8,477,351","1 of 1","","5"
"A11K1HGQPU7CU1","10","64,217","39 of 41","","5 5 5 5 5 2 3 4 5 3"
"A11K39BXU2P2A2","2","7,466,485","1 of 4","","5 4"
"A11K69EZTA5ESY","1","10,077,551","1 of 1","","5"
"A11K6LGU7VXPS3","10","387,904","19 of 22","","3 4 4 4 5 1 4 4 5 4"
"A11KA18CRVUNZU","5","9,771,391","8 of 21","Sapphire, NC","1 4 1 4 1"
"A11KAX8SKY7OEQ","2","7,051,380","4 of 7","","3 4"
"A11KCG2B80I17X","1","8,679,293","3 of 5","","3"
"A11KFD9XJORMR0","2","7,269,735","1 of 2","Utah","4 5"
"A11KG5KLECYTEX","2","15,617,013","5 of 55","","5 5"
"A11KNN9D9J9BDA","0","","","",""
"A11KO93Q1T732","10","1,260,066","17 of 33","Dallas, TX","5 5 2 3 5 4 4 3 3 1"
"A11KTZ2WVASJNZ","1","4,031,215","11 of 18","","1"
"A11KZ906QD08C5","10","2,617","1905 of 2657","The Land of Reason","5 5 5 4 5 5 4 5 5 4"
"A11L0WPWZ6EECO","32","338,028","136 of 205","Milwaukee, WI USA","5 5 5 4 1 5 4 3 4 5"
"A11L39LLE6KD7L","1","10,551,495","","","5"
"A11L3UNY2UF1U","1","7,052,432","5 of 7","","5"
"A11L5IGD6VP88P","5","15,401,888","8 of 15","","5 5 1 5 4"
"A11L6RACBA171K","1","10,167,440","","","3"
"A11LQWF2OLQK5H","1","8,875,816","1 of 2","Ga,usa","1"
"A11LRVWS3OTF87","10","15,757","792 of 862","Kapa`a, HI USA","5 5 2 5 5 5 5 5 5 5"
"A11M2RYE0ZZWFY","8","1,330,137","5 of 8","","5 2 4 3 5 1 5 5"
"A11M4ONHJRIL3A","1","9,224,435","","maine usa","1"
"A11MBM3S8U42XC","1","10,186,112","1 of 2","","3"
"A11MED66Z68EE7","10","15,652,373","62 of 176","New York","1 2 4 5 1 1 5 5 1 5"
"A11MEX1N34Y5JT","10","912,617","33 of 51","","4 5 5 4 5 1 5 5 3 5"
"A11MHQSSQR1VSA","1","13,538,135","4 of 12","","3"
"A11MKF6KERR0MN","10","377,822","29 of 37","San Franciso, CA, USA","4 5 5 5 5 1 4 3 1 5"
"A11MXRD38EOSLK","10","213,049","24 of 39","","5 5 5 3 5 4 4 2 3 1"
"A11N2UZ48TJT48","29","670,472","72 of 120","Bridgeview, IL","5 1 5 1 5 5 1 1 1 1"
"A11N63DMWOPVRG","5","7,745,749","5 of 11","Indiana","5 5 5 5 5"
"A11ND10DD5E65O","15","652,978","6 of 6","","2 3 2 2 4 5 5 5 5 4"
"A11NH20VXSUUMJ","10","552,613","4 of 6","Los Angeles","5 4 5 5 2 5 5 5 5 5"
"A11NIRUSEP12OZ","10","537,935","36 of 58","Texas,USA","5 5 1 5 5 3 1 5 1 5"
"A11NKW9CZRWNAP","1","9,244,746","2 of 5","","1"
"A11NYU6CFXS2SV","1","15,227,304","1 of 8","","2"
"A11O4004KTXH9O","5","1,366,173","6 of 6","","5 4 5 5 5"
"A11O4CN6VPZRNW","10","218,376","77 of 118","Bainbridge Island, WA United States","5 2 5 3 1 1 5 4 5 5"
"A11O72PBHRQHWZ","1","8,999,945","1 of 2","","4"
"A11O9Z280G17OJ","9","2,404,099","3 of 6","","1 4 5 5 5 5 5 5 5"
"A11OBEH2ZCVAHX","10","1,738","6125 of 7795","Lexington, SC","5 5 5 5 4 5 4 4 5 2"
"A11OPVKW01K0V","4","1,912,207","13 of 13","","2 2 1 5"
"A11OTLEDSW8ZXD","886","508","3262 of 3905","Cochise County, AZ","4 4 3 5 5 5 4 5 4 5"
"A11OTU7XZ2G13R","8","1,450,749","2 of 2","","5 4 5 4 3 5 4 5"
"A11OXL6YJGV5EV","4","2,407,333","6 of 7","","4 4 4 5"
"A11PDA2CLTHKV3","1","6,508,608","8 of 8","","3"
"A11PMOBSV4YKGD","10","592,323","4 of 4","texas","5 5 4 5 5 5 5 5 4 5"
"A11PMXURIH3A39","10","231,067","25 of 38","Oregon","5 5 5 3 5 5 5 4 4 4"
"A11PQ896T3GJ8H","3","2,340,601","24 of 28","","5 5 5"
"A11PRSJD8V0R2H","10","181,822","9 of 10","","5 5 5 5 5 5 5 5 5 3"
"A11PT1FAD5TDR5","8","948,407","16 of 31","","5 5 5 5 5 5 5 5"
"A11PZ35HQX11PF","7","1,429,027","4 of 5","","5 5 5 4 5 5 5"
"A11Q1TOB2RY3SG","10","15,372,764","13 of 34","Buenos Aires, Argentina","2 3 1 1 2 1 5 2 3 5"
"A11Q6H8ULONIWW","9","523,212","34 of 37","","5 5 5 1 1 5 4 5 4"
"A11Q7KPDQ381IA","1","9,260,539","","","5"
"A11QC439E5UNDI","10","15,471,891","2 of 6","","4 5 5 1 5 4 5 4 5 3"
"A11QD31KIY49RT","3","15,084,035","4 of 11","tyrone, pa","3 3 5"
"A11QFR6U1EDCNP","5","15,570,297","4 of 15","","5 5 4 5 5"
"A11QHO2PSBT02U","1","10,598,295","1 of 2","","1"
"A11QKBTN57U16T","1","4,956,876","5 of 5","","5"
"A11QUWEO36738I","4","1,815,313","3 of 3","","5 5 5 2"
"A11QXOGHFHPSNL","10","930,743","3 of 4","Elizabeth City, NC","5 5 5 5 5 4 5 5 5 5"
"A11QYRASTMNW2X","2","15,140,293","","","3 1"
"A11R1IDU6MA6A1","3","8,304,520","1 of 2","Burke, VA USA","5 5 5"
"A11R8Z87I8CKXC","10","255,958","15 of 17","","5 5 5 4 3 4 4 5 5 4"
"A11R9C655ZRJGK","13","1,231,214","23 of 29","New Orleans, LA USA","4 5 5 1 5 4 4 4 4 2"
"A11RYZARPJTTY5","5","1,874,284","8 of 10","","5 5 4 5 5"
"A11RZ1X4065ZL6","8","548,760","5 of 6","York, PA","4 1 5 2 2 5 4 4"
"A11S19N70V3I7J","6","2,164,368","13 of 25","","1 4 1 1 2 2"
"A11S2LCAJX5S21","7","3,072,347","5 of 10","pa, pa","5 5 5 5 4 5 5"
"A11S5TUTY4KIWK","6","4,106,552","9 of 12","Atlanta GA","4 5 5 5 5 5"
"A11S73VVDDZPE3","2","7,391,325","1 of 3","","5 3"
"A11S86ZLQQH8C5","1","7,819,279","1 of 1","","1"
"A11SBRB1PCV1BZ","10","5,075,295","7 of 14","","5 4 5 3 5 5 5 5 5 5"
"A11SOFH08954T9","8","12,021,986","3 of 8","","5 4 3 5 3 3 5 5"
"A11ST2ABMTY7GM","5","15,512,161","6 of 18","Washington, DC United States","5 5 5 5 2"
"A11SU04O3CIYMN","10","103,705","115 of 160","Grants Pass, OR USA","5 5 5 5 5 5 5 5 5 5"
"A11SUVLPQ09KN4","2","2,897,055","4 of 4","","5 5"
"A11SXWJ5NHPDT8","10","11,464","243 of 256","Greensboro, NC","5 5 3 5 4 3 5 5 4 5"
"A11T0V9KQF7E7Y","3","3,275,868","2 of 2","Washington, DC","2 5 3"
"A11T3RDA8DA1X7","1","10,037,954","1 of 3","","1"
"A11TOXC5W91LW4","10","22,006","100 of 108","Sacramento, CA","5 4 5 4 5 5 5 5 5 5"
"A11TRT73T66BIJ","65","133,953","14 of 19","Saint Louis, MO","5 4 4 5 4 5 5 5 5 5"
"A11TTHEIFR2EWJ","2","4,019,002","1 of 1","Illinois, USA","5 5"
"A11UDASZNWGR4X","5","968,544","20 of 29","Brooklyn NY","1 4 5 2 5"
"A11UJQD16CYNA2","10","2,096,308","3 of 5","","5 5 5 5 5 5 5 5 5 5"
"A11VEC6UBWNW39","3","4,557,795","6 of 8","Los Angeles, CA, USA","1 5 5"
"A11VEJHXDDBHPM","1","8,825,534","3 of 5","","5"
"A11VHILKYTDOKO","2","4,850,207","","Lexington, KY, US","5 3"
"A11VIN0K2DA1CM","6","1,585,236","10 of 18","","5 5 3 3 3 1"
"A11VPFR1HUKKGH","1","5,737,730","8 of 9","","4"
"A11VXK0W88QN4O","2","15,466,998","1 of 9","","3 2"
"A11W4GQ57ZUSWY","38","67,665","75 of 106","Longwood, FL","4 5 5 5 5 5 5 5 5 2"
"A11W5V3FMLFHUJ","1","15,290,991","3 of 14","Austin, TX USA","1"
"A11W9QG08BO58H","1","7,352,583","1 of 1","","5"
"A11WMM1XOGHF4J","1","5,202,934","9 of 14","","1"
"A11WSGJJMFM0J8","10","74,466","32 of 37","","3 5 5 5 5 5 2 5 5 4"
"A11XAIFA10G7TS","10","211","4016 of 4357","Indiana, USA","4 3 5 3 4 5 5 4 4 5"
"A11XCK25VON6U0","4","1,622,805","8 of 9","","5 5 5 3"
"A11XFWASEIHOEP","1","8,428,228","1 of 1","","5"
"A11XKATDFLH4RC","10","39,290","202 of 202","","5 4 5 4 4 3 5 5 5 4"
"A11XLCKL3RO5UU","4","2,149,730","7 of 8","","5 4 5 5"
"A11XVYNBPZ9QD","1","8,503,116","2 of 3","Saratoga Springs, NY, US","5"
"A11XYE7UIWK55I","7","1,192,521","14 of 16","CA, USA","4 5 5 5 5 5 5"
"A11Y1YVB8ZVLNS","10","313,232","37 of 39","","5 5 5 5 5 5 5 5 5 5"
"A11YEJXI7D26M7","1","10,631,704","5 of 11","","1"
"A11YJN0I6D25PY","10","83,287","128 of 145","Grand Rapids, MI, United States","4 4 5 5 5 3 5 5 5 5"
"A11YOTONCPRQ9S","10","3,533","731 of 995","North Florida","5 5 4 2 4 5 5 5 5 5"
"A11YSK95U6FNGV","30","101,004","105 of 159","","1 3 4 5 1 2 4 5 5 3"
"A11YUCEJ399PHL","10","8,665","458 of 488","Salem, OR","5 5 5 4 1 4 5 5 5 5"
"A11Z45SOTYN6W","1","9,144,493","","","5"
"A11Z4OLGPY0IFC","5","1,178,719","8 of 9","","5 2 3 5 5"
"A11Z5KB6HVPQQY","4","7,502,564","10 of 12","McHenry,IL","3 5 1 5"
"A11Z98MMFY0HQ3","1","11,354,292","1 of 4","","2"
"A11ZES7UFZJFQV","4","15,028,044","1 of 5","tipton, ia United States","4 5 1 1"
"A11ZHD9CIRMDBK","10","381,578","22 of 28","CA, USA","5 4 4 2 5 5 5 4 4 4"
"A11ZQJXKTQ8QKX","10","806,303","9 of 13","Wisconsin","5 4 5 5 1 5 5 1 5 5"
"A11ZWBVFZH0BNV","7","2,984,157","5 of 9","","5 5 5 5 5 5 5"
"A1207FWYTYV5IG","3","1,160,639","20 of 22","Boksburg South Africa","5 5 5"
"A120B9620BBEM3","5","3,004,996","3 of 5","Michigan","5 5 5 5 5"
"A120H2M5V9PQJN","1","3,243,593","9 of 11","","1"
"A120J0Q1UCX9MC","1","15,592,808","12 of 90","","1"
"A120K3KTTZGCQ4","1","9,245,949","1 of 2","","5"
"A120LIJGRYBKFL","10","287,541","27 of 31","","5 5 3 5 4 4 5 5 5 5"
"A120VDCYC6HMO7","10","758,309","29 of 37","Duluth, MN, United States","5 5 5 3 4 4 5 5 5 2"
"A120Z8X9YMLXQ4","10","217,978","10 of 12","","5 2 4 4 5 1 5 3 4 5"
"A12109Z45ACB0B","2","3,624,238","5 of 8","","5 5"
"A1211XCM09HR3E","7","1,168,425","2 of 2","","5 5 5 5 5 5 5"
"A1212YAXM91NAH","10","1,143,325","6 of 8","","4 5 5 5 5 4 4 5 5 5"
"A12182WIBBNEF8","1","10,366,413","1 of 2","","5"
"A1218UXDSU1Q56","2","4,995,684","3 of 5","","5 4"
"A121B5CEA5JN0S","2","7,883,515","5 of 9","","2 5"
"A121BE8XDXOM0P","10","15,668,337","77 of 380","","1 5 5 5 1 5 5 5 1 1"
"A121CUBTOK9E1W","30","263,550","42 of 54","","5 3 5 3 4 4 4 5 5 5"
"A121L2ARDR6WOF","1","1,855,009","41 of 49","Washington, DC","3"
"A121QRWXZIO6UP","10","20,052","69 of 78","","5 5 5 5 5 5 5 4 5 5"
"A121RTPWQWHTZH","10","280,219","36 of 47","Knoxville, TN","4 2 5 5 5 5 4 1 5 5"
"A121SUNG81FSEV","1","15,271,775","2 of 11","","2"
"A1225PGRR4NY7","2","7,440,092","","","4 5"
"A1226W8HMLPWG","3","1,154,248","13 of 17","","4 1 1"
"A122P6NUIHGG30","2","9,684,118","1 of 4","Annapolis, MD","1 4"
"A122UK9IT8QSRE","91","70,264","99 of 115","Richmond, VA, United States","5 3 4 2 5 3 4 2 4 5"
"A122V8PF59I2X3","1","9,243,551","2 of 3","","1"
"A122ZYY9JG2U2C","10","1,366,246","2 of 4","","5 5 5 5 5 5 5 5 5 5"
"A12305NG0NSWGP","3","8,205,721","6 of 13","","1 5 5"
"A1234KFK4KP4I8","1","15,048,886","1 of 5","San Francisco, CA","2"
"A123F7K4WQKNEX","7","420,368","22 of 26","Fort Wayne, IN","5 5 5 5 2 5 4"
"A123X2VGTWDM9F","2","15,173,517","7 of 19","","1 2"
"A1241989DWPYOH","4","2,560,066","3 of 5","nyc","5 5 5 5"
"A1242WTMNZ99K","1","10,226,972","1 of 3","","4"
"A1243XF12PAPU7","2","4,263,851","2 of 2","","5 5"
"A124B7PG79WIZA","7","1,871,047","6 of 11","Brooklyn Ny","5 5 4 5 5 5 3"
"A124SUIXYPIOS6","9","1,258,121","7 of 10","","4 5 5 4 1 5 5 4 2"
"A124VPR9TPWEZI","32","376,766","24 of 44","","5 5 5 4 3 5 5 5 5 5"
"A12514HMHDLP2E","10","148,436","18 of 22","","5 5 5 5 5 4 5 5 5 5"
"A1257HG5UCKJRL","6","662,233","9 of 12","","5 5 5 5 5 2"
"A1257VBW8813ZN","2","1,436,045","15 of 16","","2 5"
"A125E92U9A8AUS","10","204,722","536 of 635","Norman, OK USA","3 5 5 5 5 5 5 5 5 5"
"A125FAL7O0YE3D","2","8,750,505","1 of 2","","1 5"
"A125GCHNB7CGH","7","1,709,551","7 of 7","San Francisco, CA United States","4 5 5 5 2 4 4"
"A125JKQSFN9BAT","3","1,463,371","9 of 10","","4 4 5"
"A125NJVBYPN2UT","2","3,491,107","1 of 1","Denver,CO","5 5"
"A125RBQKS6A7L8","3","937,270","13 of 16","","4 1 1"
"A125YJLIJZWUW4","6","15,487,904","7 of 17","Western NC, USA","5 4 1 5 5 1"
"A126AVTMDX7B1I","3","2,477,175","3 of 4","","5 5 5"
"A126BE6C4IZKDH","2","3,288,175","5 of 8","","5 3"
"A126M7YO42LOBH","12","232,952","35 of 38","St. Louis, MO, USA","1 5 5 5 5 5 5 5 4 5"
"A126NMMDSLJWXN","3","2,349,546","3 of 3","Sacramento, CA","5 1 2"
"A126TGV8C8DVRW","24","199,093","225 of 300","CA","5 1 3 5 5 5 5 5 5 5"
"A126TRPMNJLQY8","3","6,834,793","3 of 3","cussa","5 4 4"
"A1270UFHU8EDWY","10","130,137","40 of 49","Colorado Springs, CO, United States","5 4 3 4 4 5 5 2 5 5"
"A127363PZQAIVM","5","9,608,818","3 of 9","Paraguay, South America","5 5 4 2 4"
"A127F3Y42JPIEL","3","15,082,340","1 of 6","Singapore","5 4 4"
"A127IPNC9HFI7P","2","2,625,787","9 of 13","","1 5"
"A127UFNC07KHGX","4","840,515","22 of 22","IL","5 2 5 3"
"A127UHIAS9KFFM","9","862,847","5 of 9","New York","5 5 5 5 5 5 5 5 5"
"A1282M40Y7K538","1","4,599,950","6 of 6","","3"
"A128HRUPOQT8XX","8","1,060,096","15 of 21","","1 1 5 2 1 3 1 2"
"A128LSE0ETG6CA","10","15,655,798","68 of 200","Washington, D.C.","5 1 5 5 5 3 2 4 2 1"
"A128LVJPI47Q3F","1","9,289,751","1 of 2","","5"
"A128VR4VSH70I8","10","4,432,015","18 of 38","WI United States","3 4 3 2 3 4 4 5 4 1"
"A1290GYZQS86V6","10","68,746","125 of 180","","5 1 5 3 5 1 5 1 1 1"
"A1291SEKXJC3CP","8","2,803,022","1 of 2","","5 5 5 5 5 4 5 5 4 5"
"A12922POM9KCG0","19","491,213","15 of 27","","5 5 5 5 4 5 2 5 3 4"
"A1292SJPU4HWLH","1","9,120,377","","Weymouth, MA United States","4"
"A12933QHBP2ZF9","1","7,695,293","2 of 2","","5"
"A12972RLE0I93S","1","8,536,833","1 of 1","","4"
"A129AX2MSA9P33","3","1,255,062","34 of 35","Sonoran Desert, AZ","5 5 5"
"A129B2VSFZ51IG","6","3,370,762","3 of 5","","1 5 5 4 3 4"
"A129L44X49PKHU","10","30,129","198 of 236","colorado springs, colorado","5 1 5 5 5 1 5 1 1 1"
"A129SSR99LXG3M","10","391,052","10 of 17","Nevada","5 4 4 3 5 2 4 5 5 5"
"A129XPI0AF8RXK","1","11,484,959","3 of 8","","2"
"A129Y3CRGM7Y8N","2","4,038,913","3 of 5","","3 2"
"A12A2F51FL0DV3","8","2,886,839","46 of 85","Eugene, OR, USA","3 3 3 1 3 3 1 5"
"A12A63HGNUV9D2","2","15,163,457","2 of 7","Columbus Ohio","2 5"
"A12A8LU93A132U","10","27,136","1396 of 1776","United States","1 1 4 4 3 5 1 5 4 4"
"A12ACXT3B73Z9T","3","3,831,187","3 of 5","Murphy, TX, US","2 5 5"
"A12AF2VJF82B6D","1","7,830,172","2 of 3","","5"
"A12AJ5LVW2F5MF","3","4,066,254","1 of 1","","5 5 2"
"A12ALHCZIS126O","4","8,871,566","1 of 4","","4 5 2 5"
"A12ALUEYOYQUSY","10","81,844","40 of 52","","5 5 2 3 5 5 5 5 4 3"
"A12ANFNOSMW5VD","10","2,706","1793 of 2175","Columbia, South Carolina","5 5 4 4 4 3 5 4 4 4"
"A12AQ9V4WEALSB","2","3,434,948","9 of 9","","5 5"
"A12AUBZNXLHJNE","3","15,324,904","3 of 14","upstate New York","2 5 5"
"A12AUVS5EN08EZ","4","2,225,739","10 of 13","Georgia, Tbilisi","5 5 4 4"
"A12AVEYUJQG9OR","8","1,928,966","5 of 9","","5 5 5 5 5 5 5 5"
"A12B37R9JVOQXO","3","4,092,838","1 of 1","","2 1 3"
"A12BBU8VDUYNUQ","2","15,299,079","1 of 7","Kingwood, Texas, US","3 3"
"A12BIH55XF5H4V","1","2,402,885","48 of 62","","1"
"A12BJ8D2UKWVPE","10","657,986","6 of 8","IL","5 5 4 3 5 5 4 4 5 5"
"A12BPE945HNHP3","8","226,075","75 of 86","Baltimore USA","1 5 1 1 5 5 5 5"
"A12CB4B5BDITJK","1","9,411,101","1 of 2","","4"
"A12CDTNRPSI8SE","7","15,637,056","29 of 83","FOREST GROVE, OREGON, United States","5 4 5 1 1 1 1"
"A12COZXHK89XDR","1","8,389,090","1 of 1","","4"
"A12CSKNBH0GLL4","1","7,485,478","7 of 11","","5"
"A12CVZIJ8JFR2D","4","3,340,066","1 of 2","","5 2 1 3"
"A12CW0AC4NC0ZE","1","15,245,326","","","3"
"A12D1F0XB6E4PO","49","467,169","73 of 173","USA","5 5 5 5 5 5 5 5 5 5"
"A12DHPDVL2TRTX","1","15,300,241","7 of 35","","4"
"A12DQZKRKTNF5E","755","98","7082 of 7701","Southern Oregon","5 5 3 5 5 4 4 4 2 4"
"A12DT2EOIHC0I1","1","9,120,225","1 of 1","","5"
"A12DVZJ85TSWCD","2","4,300,011","3 of 5","","5 5"
"A12E0F3BJ61XPX","1","15,242,988","2 of 9","","1"
